__run_id,__done,algorithm,arena,map_resolution,linear_update,angular_update,repetition,avg_cpu,avg_mem,energy,rosbag_msg_count,rosbag_msg_size
run_223,DONE,cartographer,circular,0.1,1.0,0.0174,5,39.62881976324651,692468297.7777778,950920.1249285637,80481,5907512
run_224,DONE,cartographer,circular,0.05,1.0,0.0174,4,44.60482503696212,693723932.6906102,955978.8619265509,80177,5889448
run_225,DONE,karto,point_to_point,0.1,1.0,0.9,3,29.164610303456058,653048051.8466616,803778.5172633423,40529,3271096
run_226,DONE,karto,point_to_point,0.1,0.2,0.0174,4,27.941182640581946,656496091.6457527,804896.9867321406,40707,3278768
run_227,DONE,karto,point_to_point,0.05,1.0,0.9,5,26.639475771223356,654145708.1141095,801870.2023592694,40640,3277216
run_228,DONE,karto,point_to_point,0.05,0.2,0.0174,4,28.086133890181202,656647785.1195097,809155.8766343507,40868,3289752
run_229,DONE,gmapping,circular,0.1,1.0,0.9,5,32.62325067409274,656370662.6189954,930034.9833204967,47239,3808400
run_230,DONE,cartographer,circular,0.1,0.2,0.0174,4,42.94117298996949,694518152.5850282,952567.0781050526,80563,5912816
run_231,DONE,gmapping,point_to_point,0.1,0.2,0.9,2,30.48822175927244,655799879.0782653,816176.7315022211,41356,3334672
run_232,DONE,karto,circular,0.05,1.0,0.9,5,27.712941999564787,654244544.5265733,927136.5195879926,46766,3772568
run_233,DONE,gmapping,point_to_point,0.1,1.0,0.9,5,29.989580694147712,656235295.943075,805870.4547999749,40736,3287032
run_234,DONE,gmapping,point_to_point,0.1,0.2,0.9,3,32.014009177168596,655307871.4620479,815737.091782073,41428,3340528
run_235,DONE,karto,circular,0.1,1.0,0.9,5,29.62895309261935,654103683.4200613,927924.0750894988,46784,3771784
run_236,DONE,gmapping,circular,0.05,0.2,0.0174,5,42.777045588916806,662490148.4198123,974157.3914462407,49672,4004848
run_237,DONE,karto,point_to_point,0.05,1.0,0.0174,5,30.985213205605604,656515666.2972496,806581.7050243994,40825,3286704
run_238,DONE,hector,point_to_point,0.1,1.0,0.9,4,30.564256687928793,785203421.3211567,806330.0738177955,40917,3300792
run_239,DONE,cartographer,circular,0.1,1.0,0.9,4,42.11537998182913,687810870.9761388,946865.3165584767,80676,5921048
run_240,DONE,hector,point_to_point,0.05,0.2,0.0174,3,27.413383052246814,781689626.369381,803552.9430395403,40840,3297408
run_241,DONE,gmapping,circular,0.1,0.2,0.9,3,33.61049528889799,652176509.793585,940103.4554859003,47740,3848744
run_242,DONE,gmapping,circular,0.1,1.0,0.0174,4,43.133579781803164,652834908.645498,971929.4586205698,50069,4035744
run_243,DONE,hector,point_to_point,0.05,0.2,0.9,5,30.406359942730138,781666379.1654098,800797.2226829117,40817,3292400
run_244,DONE,hector,point_to_point,0.05,1.0,0.0174,4,30.49098567845751,773704737.4708886,807275.1431162179,40833,3294224
run_245,DONE,cartographer,circular,0.1,0.2,0.9,4,41.0027124483949,688042311.0401388,947959.5501368529,80561,5912248
run_246,DONE,hector,point_to_point,0.05,1.0,0.0174,5,27.3003842842872,781323627.0163934,802275.324658125,40791,3290616
run_247,DONE,gmapping,point_to_point,0.05,0.2,0.0174,4,40.317006819973244,657188287.6291257,838802.8913716178,43163,3480352
run_248,DONE,karto,point_to_point,0.05,0.2,0.9,3,30.326305085369253,650158195.2194628,801823.2219084591,40441,3262472
run_249,DONE,gmapping,point_to_point,0.1,0.2,0.9,4,30.522450619787474,653261722.2049834,811717.4709843554,41418,3339872
run_250,DONE,gmapping,point_to_point,0.05,0.2,0.9,5,31.077054226801796,659434756.2330196,814157.9678450484,41268,3328656
run_251,DONE,hector,circular,0.05,1.0,0.0174,4,29.751266228105234,780041665.423475,929545.0527188516,47180,3805496
run_252,DONE,cartographer,point_to_point,0.1,0.2,0.0174,5,42.48687000150866,689391148.7329006,821640.3759552314,69507,5105592
run_253,DONE,cartographer,point_to_point,0.05,0.2,0.0174,5,43.38037088338769,689962710.5938908,822628.7623178187,69237,5085552
run_254,DONE,karto,point_to_point,0.1,0.2,0.0174,5,32.08616480895243,653529872.4069176,805437.4407194649,40809,3284520
run_255,DONE,gmapping,circular,0.05,1.0,0.0174,4,41.451783779283716,658766910.9774568,968592.5790829671,49875,4020232
run_256,DONE,karto,circular,0.05,0.2,0.0174,5,28.583803681155572,654855682.3888025,940533.269409404,46855,3769824
run_257,DONE,gmapping,circular,0.1,0.2,0.9,4,30.63727580943905,652963118.7774086,940703.2667866631,47612,3839040
run_258,DONE,karto,circular,0.1,1.0,0.0174,3,29.893612365470585,654718305.6634362,935314.8086769015,47083,3787632
run_259,DONE,gmapping,point_to_point,0.1,0.2,0.9,5,30.73514970826749,652152116.3264261,814826.9488081036,41357,3335064
run_260,DONE,karto,circular,0.05,1.0,0.0174,5,28.410628860176583,654504347.5247259,935166.7287192278,47134,3791680
run_261,DONE,karto,circular,0.1,0.2,0.9,3,30.106041157607034,651333906.6377517,930213.1527065589,46858,3776536
run_262,DONE,gmapping,point_to_point,0.1,1.0,0.0174,3,42.138721023801594,653146748.2618328,839548.0606472655,43140,3478504
run_263,DONE,hector,point_to_point,0.1,0.2,0.9,3,27.35759613764234,777834892.1826154,808820.002403546,40936,3302904
run_264,DONE,hector,point_to_point,0.1,1.0,0.0174,5,30.57519061927815,785072514.27758,805932.0127113247,40837,3294736
run_265,DONE,cartographer,point_to_point,0.05,0.2,0.9,4,42.95097292878681,688774682.8129675,825829.7547231574,69332,5095264
run_266,DONE,gmapping,circular,0.05,1.0,0.9,5,29.38334814883653,658391188.9454546,935772.041563737,47133,3803520
run_267,DONE,hector,circular,0.1,1.0,0.0174,3,30.62113194782417,782253054.2097902,932092.0005874898,46972,3789136
run_268,DONE,hector,point_to_point,0.1,0.2,0.0174,3,27.5999228530978,780495999.0118374,811199.9148376219,40926,3302536
run_269,DONE,gmapping,point_to_point,0.1,0.2,0.0174,5,42.02695583173241,653300681.564694,841210.3980491464,43209,3484120
run_270,DONE,karto,point_to_point,0.1,1.0,0.9,4,26.414433323687557,650888730.0428609,805345.5339780907,40593,3273528
run_271,DONE,karto,circular,0.05,0.2,0.9,5,31.786094682389955,651548374.7024667,927724.4441065134,46965,3786520
run_272,DONE,hector,point_to_point,0.05,0.2,0.0174,4,27.97847297437588,782120960.0,805542.7115443292,40747,3287208
run_273,DONE,cartographer,point_to_point,0.05,0.2,0.9,5,41.26116149561541,689298118.3423424,827897.6357787753,69460,5108624
run_274,DONE,gmapping,circular,0.1,1.0,0.0174,5,40.62026704649196,654076310.5519807,973614.2023739018,50046,4036536
run_275,DONE,karto,point_to_point,0.05,0.2,0.9,4,26.753012433233764,651485124.9433573,806597.7234928379,40558,3269400
run_276,DONE,cartographer,point_to_point,0.1,1.0,0.9,4,39.70289599056311,689353070.0429356,822725.5902554835,69754,5120792
run_277,DONE,hector,point_to_point,0.1,0.2,0.9,4,27.739260075148675,781750252.004111,802941.0436356816,40808,3289216
run_278,DONE,cartographer,circular,0.05,1.0,0.9,5,40.969887441104255,691036332.5193226,951278.5211038961,80249,5893064
run_279,DONE,karto,circular,0.1,1.0,0.0174,4,28.270100421544036,656408713.903233,930122.1068031453,47045,3785144
run_280,DONE,karto,point_to_point,0.05,0.2,0.9,5,27.378259817677602,652478417.741273,804899.8965885076,40433,3259784
run_281,DONE,hector,circular,0.1,0.2,0.0174,4,27.333145990408163,785198752.1511132,930109.3956980968,46960,3789256
run_282,DONE,hector,circular,0.1,1.0,0.0174,4,30.59551516415853,788796450.2752134,929577.2357659275,46859,3778536
run_283,DONE,hector,point_to_point,0.05,1.0,0.9,5,28.150129310594103,785605924.2688729,804411.6359767384,40791,3291296
run_284,DONE,gmapping,circular,0.1,0.2,0.0174,4,42.8346295973127,657477393.5190094,970640.8650762137,49952,4029696
run_285,DONE,gmapping,point_to_point,0.05,1.0,0.0174,4,38.98400202863541,661918894.9301034,833607.2404428043,43107,3475976
run_286,DONE,gmapping,point_to_point,0.05,1.0,0.9,5,30.065761178044525,660819487.2291132,807051.1459853924,39679,3200200
run_287,DONE,hector,point_to_point,0.1,0.2,0.9,5,28.60087542136101,778483423.0442842,805795.4900736396,40232,3248352
run_288,DONE,karto,point_to_point,0.1,0.2,0.9,4,28.962411010253224,655158364.7121058,803878.1921309019,40028,3228040
run_289,DONE,gmapping,circular,0.05,0.2,0.9,4,32.69722101643162,661677962.5584472,938743.1980028155,46983,3788264
run_290,DONE,karto,point_to_point,0.1,1.0,0.9,5,26.48966059643977,655345286.6670122,803792.7552467323,40520,3266792
run_291,DONE,karto,circular,0.1,1.0,0.0174,5,28.643038321220153,658974216.1992882,933521.8949511665,46870,3770632
run_292,DONE,karto,point_to_point,0.1,0.2,0.9,5,30.44545451987634,654013222.4450026,807504.9972572572,40247,3247672
run_293,DONE,gmapping,circular,0.05,0.2,0.9,5,34.921805452063154,663089633.4095072,938092.0241873442,47077,3796304
run_294,DONE,hector,point_to_point,0.1,0.2,0.0174,4,27.289472389466667,784071876.3655083,806375.0832054091,40710,3281888
run_295,DONE,karto,point_to_point,0.05,0.2,0.0174,5,31.039742926195746,656223367.2258065,810293.5332004252,40781,3282304
run_296,DONE,hector,point_to_point,0.1,0.2,0.0174,5,30.425809657427045,783009895.3512428,806830.5036367046,40835,3294696
run_297,DONE,hector,circular,0.1,0.2,0.9,4,30.305412441713223,788752014.8057617,931719.5156512308,47163,3803416
run_298,DONE,gmapping,circular,0.1,0.2,0.0174,5,40.765733689675834,657333130.8882571,972488.4025982962,49963,4030616
run_299,DONE,hector,circular,0.05,1.0,0.0174,5,28.372692683905257,786325200.2867384,928578.7759645797,46483,3749576
run_300,DONE,gmapping,circular,0.1,0.2,0.9,5,33.847079387824195,656955620.05338,944598.0517310195,47382,3821840
run_301,DONE,karto,circular,0.1,0.2,0.9,4,29.959595497426527,655346291.1409101,931309.117905867,46831,3774488
run_302,DONE,gmapping,point_to_point,0.1,1.0,0.0174,4,41.72915827074358,656579337.2903225,836974.8827175543,42656,3440112
run_303,DONE,hector,point_to_point,0.05,0.2,0.0174,5,28.309751768383126,781688761.7588943,809371.8453272136,40721,3284608
run_304,DONE,cartographer,circular,0.1,0.2,0.0174,5,42.02523379910911,694571078.2679696,955986.9310973961,80541,5911320
run_305,DONE,gmapping,circular,0.05,1.0,0.0174,5,43.382045682755596,664764611.2174102,974603.3228113125,49958,4026664
run_306,DONE,hector,circular,0.1,1.0,0.0174,5,28.3454889248742,794592809.4151111,934480.6810651644,47262,3811144
run_307,DONE,gmapping,point_to_point,0.1,1.0,0.0174,5,39.153778368760115,658477322.1884131,841079.3726809602,43010,3470992
run_308,DONE,cartographer,circular,0.05,0.2,0.0174,4,44.4070132953264,695824593.2329004,955033.7175080618,80333,5896712
run_309,DONE,gmapping,point_to_point,0.05,1.0,0.0174,5,41.525909200179896,666940559.0569351,842244.4939397922,43221,3484912
run_310,DONE,hector,circular,0.1,0.2,0.9,5,28.285928100780207,788651842.6160375,933957.5980148533,47187,3805272
run_311,DONE,karto,point_to_point,0.1,1.0,0.0174,5,27.685854504387834,657021951.4713475,810439.244152431,40674,3273712
run_312,DONE,gmapping,point_to_point,0.05,0.2,0.0174,5,40.66999243656734,666552381.4038801,845928.0630475833,43234,3486184
run_313,DONE,cartographer,circular,0.05,1.0,0.0174,5,42.603356018446306,695445930.0939597,958945.0914857482,80351,5902488
run_314,DONE,cartographer,circular,0.1,1.0,0.9,5,42.32128202814538,694139643.0673306,957700.2120034627,80725,5922784
run_315,DONE,karto,circular,0.1,0.2,0.9,5,26.787575493924443,658209385.3747486,929881.4479654947,46894,3779448
run_316,DONE,cartographer,circular,0.05,0.2,0.0174,5,43.73562028938959,696239632.9521749,960621.3983226016,80051,5883072
run_317,DONE,hector,circular,0.1,0.2,0.0174,5,27.33919224567642,788382003.2454505,936113.3401398906,47166,3803640
run_318,DONE,cartographer,circular,0.1,0.2,0.9,5,42.16922443544498,693615097.1200694,956718.0467413419,80518,5912200
run_319,DONE,cartographer,point_to_point,0.1,1.0,0.9,5,39.87882766924356,691240227.2152343,826721.3755536161,69730,5122048
run_320,DONE,hector,point_to_point,0.1,1.0,0.9,5,27.1590101171259,784685686.9254962,810765.7844670875,40706,3286448
